Nome;Classe;Código;CNPJ;Nome;Tipo de Ativo;ISIN;Setor Econômico|Bovespa;Subsetor Bovespa;Segmento Bovespa
Tec Blumenau;ON;TENE3;8424178000171;Tec Blumenau;Ação;BRTENEACNOR2;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Tec Blumenau;PNA;TENE5;8424178000171;Tec Blumenau;Ação;BRTENEACNPA5;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Tec Blumenau;PNB;TENE6;8424178000171;Tec Blumenau;Ação;BRTENEACNPB3;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Tec Blumenau;PNC;TENE7;8424178000171;Tec Blumenau;Ação;BRTENEACNPC1;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Tecel S Jose;ON;SJOS3;17159005000164;Tecel S Jose;Ação;BRSJOSACNOR1;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Tecel S Jose;PN;SJOS4;17159005000164;Tecel S Jose;Ação;BRSJOSACNPR8;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Technos;ON;TECN3;9295063000197;Technos;Ação;BRTECNACNOR6;Consumo cíclico;Tecidos vestuário e calçados;Acessórios
Technos Rel;ON;TCHN3;92672203000142;Technos Rel;Ação;-;-;-;-
Technos Rel;PN;TCHN4;92672203000142;Technos Rel;Ação;-;-;-;-
Tecidos e Armarinhos Miguel Bartolomeu S/A;ON;26760 ON;17359233000188;Tecidos e Armarinhos Miguel Bartolomeu S/A;Ação;-;-;-;-
Tecnisa;ON;TCSA3;8065557000112;Tecnisa;Ação;BRTCSAACNOR3;Consumo cíclico;Construção civil;Incorporações
Tecnosolo;ON;TCNO3;33111246000190;Tecnosolo;Ação;BRTCNOACNOR5;Bens industriais;Construção e engenharia;Engenharia consultiva
Tecnosolo;PN;TCNO4;33111246000190;Tecnosolo;Ação;BRTCNOACNPR2;Bens industriais;Construção e engenharia;Engenharia consultiva
Tectoy;ON;TOYB3;22770366000182;Tectoy;Ação;BRTOYBACNOR4;Consumo cíclico;Viagens e lazer;Brinquedos e jogos
Tectoy;PN;TOYB4;22770366000182;Tectoy;Ação;BRTOYBACNPR1;Consumo cíclico;Viagens e lazer;Brinquedos e jogos
Tegma;ON;TGMA3;2351144000118;Tegma;Ação;BRTGMAACNOR7;Bens industriais;Transporte;Transporte rodoviário
Tegra Incorp;ON;TEGA3;30213493000109;Tegra Incorp;Ação;BRTEGAACNOR4;Consumo cíclico;Construção civil;Incorporações
Teka;ON;TEKA3;82636986000155;Teka;Ação;BRTEKAACNOR6;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Teka;PN;TEKA4;82636986000155;Teka;Ação;BRTEKAACNPR3;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Tekno;ON;TKNO3;33467572000134;Tekno;Ação;BRTKNOACNOR8;Materiais básicos;Siderurgia e metalurgia;Artefatos de ferro e aço
Tekno;PN;TKNO4;33467572000134;Tekno;Ação;BRTKNOACNPR5;Materiais básicos;Siderurgia e metalurgia;Artefatos de ferro e aço
Tel B Campo;PN;TBCP4;-;Tel B Campo;Ação;-;-;-;-
Tele Centroeste Cel;ON;TCOC3;-;Tele Centroeste Cel;Ação;-;-;-;-
Tele Centroeste Cel;PN;TCOC4;-;Tele Centroeste Cel;Ação;-;-;-;-
Tele Leste Celular;ON;TLCP3;-;Tele Leste Celular;Ação;-;-;-;-
Tele Leste Celular;PN;TLCP4;-;Tele Leste Celular;Ação;-;-;-;-
Tele Nordeste Celul;ON;TNEP3;-;Tele Nordeste Celul;Ação;-;-;-;-
Tele Nordeste Celul;PN;TNEP4;-;Tele Nordeste Celul;Ação;-;-;-;-
Tele Nort Cl;ON;TNCP3;2558154000129;Tele Nort Cl;Ação;BRTNCPACNOR2;-;-;-
Tele Nort Cl;PN;TNCP4;2558154000129;Tele Nort Cl;Ação;BRTNCPACNPR9;-;-;-
Tele Sudeste Celula;ON;TSEP3;-;Tele Sudeste Celula;Ação;-;-;-;-
Tele Sudeste Celula;PN;TSEP4;-;Tele Sudeste Celula;Ação;-;-;-;-
Telebahia;ON;TEBA3;-;Telebahia;Ação;-;-;-;-
Telebahia;PNA;TEBA5;-;Telebahia;Ação;-;-;-;-
Telebahia;PNB;TEBA6;-;Telebahia;Ação;-;-;-;-
Telebahia Celular;ON;TBAC3;-;Telebahia Celular;Ação;-;-;-;-
Telebahia Celular;PNB;TBAC6;-;Telebahia Celular;Ação;-;-;-;-
Telebras;ON;TELB3;336701000104;Telebras;Ação;BRTELBACNOR2;Comunicações;Telecomunicações;Telecomunicações
Telebras;PN;TELB4;336701000104;Telebras;Ação;BRTELBACNPR9;Comunicações;Telecomunicações;Telecomunicações
Telebras (Old);ON;TELB3-old;-;Telebras (Old);Ação;-;-;-;-
Telebras (Old);PN;TELB4-old;-;Telebras (Old);Ação;-;-;-;-
Telebrasilia;ON;TBRS3;-;Telebrasilia;Ação;-;-;-;-
Telebrasilia;PN;TBRS4;-;Telebrasilia;Ação;-;-;-;-
Telef Brasil;ON;VIVT3;2558157000162;Telef Brasil;Ação;BRVIVTACNOR0;Comunicações;Telecomunicações;Telecomunicações
Telef Brasil;PN;VIVT4;2558157000162;Telef Brasil;Ação;BRVIVTACNPR7;Comunicações;Telecomunicações;Telecomunicações
Telefonica Data Hld;ON;TDBH3;-;Telefonica Data Hld;Ação;-;-;-;-
Telefonica Data Hld;PN;TDBH4;-;Telefonica Data Hld;Ação;-;-;-;-
Telemar;ON;TNLP3;2558134000158;Telemar;Ação;BRTNLPACNOR3;-;-;-
Telemar;PN;TNLP4;2558134000158;Telemar;Ação;BRTNLPACNPR0;-;-;-
Telemar N L;ON;TMAR3;33000118000179;Telemar N L;Ação;BRTMARACNOR4;-;-;-
Telemar N L;PNA;TMAR5;33000118000179;Telemar N L;Ação;BRTMARACNPA7;-;-;-
Telemar N L;PNB;TMAR6;33000118000179;Telemar N L;Ação;BRTMARACNPB5;-;-;-
Telemar Participacoes S/A;ON;18678 ON;2107946000187;Telemar Participacoes S/A;Ação;-;-;-;-
Telemig;ON;TMGR3;-;Telemig;Ação;-;-;-;-
Telemig;PNB;TMGR6;-;Telemig;Ação;-;-;-;-
Telemig Cl;ON;TMGC3;2320739000106;Telemig Cl;Ação;-;-;-;-
Telemig Cl;PNB;TMGC6;2320739000106;Telemig Cl;Ação;-;-;-;-
Telemig Cl;PNC;TMGC7;2320739000106;Telemig Cl;Ação;-;-;-;-
Telemig Cl;PND;TMGC8;2320739000106;Telemig Cl;Ação;-;-;-;-
Telemig Cl;PNE;TMGC11;2320739000106;Telemig Cl;Ação;-;-;-;-
Telemig Cl;PNF;TMGC12;2320739000106;Telemig Cl;Ação;-;-;-;-
Telemig Cl;PNG;TMGC13;2320739000106;Telemig Cl;Ação;-;-;-;-
Telemig Part;ON;TMCP3;2558118000165;Telemig Part;Ação;-;-;-;-
Telemig Part;PN;TMCP4;2558118000165;Telemig Part;Ação;-;-;-;-
Telerj Cel;ON;TRJC3;-;Telerj Cel;Ação;-;-;-;-
Telerj Cel;PNB;TRJC6;-;Telerj Cel;Ação;-;-;-;-
Telesp Cel;ON;TSPC3;-;Telesp Cel;Ação;-;-;-;-
Telesp Cel;PNB;TSPC6;-;Telesp Cel;Ação;-;-;-;-
Telesp Part;ON;TLPP3F;-;Telesp Part;Ação;-;-;-;-
Telesp Part;PN;TLPP4F;-;Telesp Part;Ação;-;-;-;-
Telet;ON;TETE3;-;Telet;Ação;-;-;-;-
Telet;PNB;TETE6;-;Telet;Ação;-;-;-;-
Telinvest;ON;TLVT3B;2476710000118;Telinvest;Ação;BRTLVTACNOR8;Financeiro;Outros;Outros
Tempo Part;ON;TEMP3;6977739000134;Tempo Part;Ação;BRTEMPACNOR0;-;-;-
Tenda;ON;TEND3;71476527000135;Tenda;Ação;BRTENDACNOR4;Consumo cíclico;Construção civil;Incorporações
Tenda;ON-old;TEND3-old;71476527000135;Tenda;Ação;-;Consumo cíclico;Construção civil;Incorporações
Tereos;ON;TERI3;11566501000156;Tereos;Ação;BRTERIACNOR4;-;-;-
Termeletrica Pernambuco 3 SA;ON;23329 ON;10502676000137;Termeletrica Pernambuco 3 SA;Ação;-;-;-;-
Terminais Port da Ponta Felix S/A;ON;15407 ON;85041333000111;Terminais Port da Ponta Felix S/A;Ação;-;-;-;-
Terminais Port da Ponta Felix S/A;PN;15407 PN;85041333000111;Terminais Port da Ponta Felix S/A;Ação;-;-;-;-
Termopernambuco S/A;ON;19852 ON;3795050000109;Termopernambuco S/A;Ação;-;-;-;-
Terra Santa Agro S/A;ON;20354 ON;5799312000120;Terra Santa Agro S/A;Ação;-;-;-;-
Terrasantapa;ON;LAND3;40337136000106;Terrasantapa;Ação;BRLANDACNOR9;Consumo não cíclico;Agropecuária;Agricultura
Tesla Cia Sec de Credito;ON;19526 ON;6033448000198;Tesla Cia Sec de Credito;Ação;-;-;-;-
Tesla Cia Sec de Credito;PN;19526 PN;6033448000198;Tesla Cia Sec de Credito;Ação;-;-;-;-
Tex Renaux;ON;TXRX3;82982075000180;Tex Renaux;Ação;BRTXRXACNOR3;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Tex Renaux;PN;TXRX4;82982075000180;Tex Renaux;Ação;BRTXRXACNPR0;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Tig Ltd;A;TARP11;-;Tig Ltd;Ação;BRTARPBDR001;-;-;-
Tigre S/A Participações;ON;26255 ON;84684455000163;Tigre S/A Participações;Ação;-;-;-;-
Tigre S/A Participações;PN;26255 PN;84684455000163;Tigre S/A Participações;Ação;-;-;-;-
Tim;ON;TIMS3;2421421000111;Tim;Ação;BRTIMSACNOR5;Comunicações;Telecomunicações;Telecomunicações
Tim;PN;TCSL4;2421421000111;Tim;Ação;-;Comunicações;Telecomunicações;Telecomunicações
Tim Brasil Serviços e Participações S/A;ON;27090 ON;2600854000134;Tim Brasil Serviços e Participações S/A;Ação;-;-;-;-
Tim Nordeste;ON;TPEC3B;2336993000100;Tim Nordeste;Ação;-;-;-;-
Tim Nordeste;PNB;TPEC6B;2336993000100;Tim Nordeste;Ação;-;-;-;-
Tim Nordeste;PNC;TPEC7B;2336993000100;Tim Nordeste;Ação;-;-;-;-
Tim Nordeste;PND;TPEC8B;2336993000100;Tim Nordeste;Ação;-;-;-;-
Tim Sul;ON;TPRC3;2332397000144;Tim Sul;Ação;-;-;-;-
Tim Sul;PNB;TPRC6;2332397000144;Tim Sul;Ação;-;-;-;-
Time For Fun;ON;SHOW3;2860694000162;Time For Fun;Ação;BRSHOWACNOR7;Consumo cíclico;Viagens e lazer;Produção de eventos e shows
Tivit;ON;TVIT3;7073027000153;Tivit;Ação;BRTVITACNOR4;-;-;-
Totvs;ON;TOTS3;53113791000122;Totvs;Ação;BRTOTSACNOR8;Tecnologia da informação;Programas e serviços;Programas e serviços
Track Field;PN;TFCO4;59418806000147;Track Field;Ação;BRTFCOACNPR8;Consumo cíclico;Tecidos vestuário e calçados;Vestuário
Trafo;ON;TRFO3;90286105000141;Trafo;Ação;-;-;-;-
Trafo;PN;TRFO4;90286105000141;Trafo;Ação;-;-;-;-
Tran Paulist;ON;TRPL3;2998611000104;Tran Paulist;Ação;BRTRPLACNOR4;Utilidade pública;Energia elétrica;Energia elétrica
Tran Paulist;PN;TRPL4;2998611000104;Tran Paulist;Ação;BRTRPLACNPR1;Utilidade pública;Energia elétrica;Energia elétrica
Trans José Maria de Macedo de Eletricidade S/A;ON;26654 ON;21728083000100;Trans José Maria de Macedo de Eletricidade S/A;Ação;-;-;-;-
Transbrasil;PN;TRBR4;60872173000121;Transbrasil;Ação;BRTRBRACNPR8;-;-;-
Transbrasiliana Concess de Rodov S/A;ON;22225 ON;9074183000164;Transbrasiliana Concess de Rodov S/A;Ação;-;-;-;-
Transnordestina Logistica S/A;ON;20443 ON;2281836000137;Transnordestina Logistica S/A;Ação;-;-;-;-
Transnordestina Logistica S/A;PN;20443 PN;2281836000137;Transnordestina Logistica S/A;Ação;-;-;-;-
Transparana;PN;TRPA4;78594876000109;Transparana;Ação;-;-;-;-
Travessia Sec de Cred Finan Xxii S/A;ON;26239 ON;40997635000120;Travessia Sec de Cred Finan Xxii S/A;Ação;-;-;-;-
Travessia Sec de Créditos Mercantis VI S/A;ON;26824 ON;43335774000186;Travessia Sec de Créditos Mercantis VI S/A;Ação;-;-;-;-
Travessia Securitizadora II SA;ON;25240 ON;38042694000100;Travessia Securitizadora II SA;Ação;-;-;-;-
Travessia Securitizadora S/A;ON;24082 ON;26609050000164;Travessia Securitizadora S/A;Ação;-;-;-;-
Trevisa;ON;LUXM3;92660570000126;Trevisa;Ação;BRLUXMACNOR7;Bens industriais;Transporte;Transporte hidroviário
Trevisa;PN;LUXM4;92660570000126;Trevisa;Ação;BRLUXMACNPR4;Bens industriais;Transporte;Transporte hidroviário
Triangulo do Sol Auto Estrada SA;ON;23060 ON;2509186000134;Triangulo do Sol Auto Estrada SA;Ação;-;-;-;-
Trikem;PN;CPCA4;-;Trikem;Ação;-;-;-;-
Triple Play Brasil Participações S/A;ON;25194 ON;23438929000100;Triple Play Brasil Participações S/A;Ação;-;-;-;-
Triplice Securitizadora de Ativos Mercantis S/A;ON;24023 ON;24717074000101;Triplice Securitizadora de Ativos Mercantis S/A;Ação;-;-;-;-
Trisul;ON;TRIS3;8811643000127;Trisul;Ação;BRTRISACNOR4;Consumo cíclico;Construção civil;Incorporações
Triunfo Part;ON;TPIS3;3014553000191;Triunfo Part;Ação;BRTPISACNOR8;Bens industriais;Transporte;Exploração de rodovias
Triunfo Securitizadora de Ativos S/A;ON;24031 ON;24955657000170;Triunfo Securitizadora de Ativos S/A;Ação;-;-;-;-
Trocafone S/A;ON;26573 ON;20553221000102;Trocafone S/A;Ação;-;-;-;-
Trombini;PN;TRMB4;75049965000178;Trombini;Ação;-;-;-;-
Trorion;ON;TROR3;61418430000112;Trorion;Ação;-;-;-;-
Trorion;PN;TROR4;61418430000112;Trorion;Ação;-;-;-;-
True Sec de Cred Financeiros IV S/A;ON;26492 ON;42603513000137;True Sec de Cred Financeiros IV S/A;Ação;-;-;-;-
Trx Sec de Cred Imob S/A;ON;22420 ON;11716471000117;Trx Sec de Cred Imob S/A;Ação;-;-;-;-
Tupy;ON;TUPY3;84683374000149;Tupy;Ação;BRTUPYACNOR1;Bens industriais;Material de transporte;Material rodoviário
Tupy;PN;TUPY4;84683374000149;Tupy;Ação;BRTUPYACNPR8;Bens industriais;Material de transporte;Material rodoviário
Turbi Compartilhamento de Veículos S/A;ON;27197 ON;26982634000180;Turbi Compartilhamento de Veículos S/A;Ação;-;-;-;-
Turbi Compartilhamento de Veículos S/A;PN;27197 PN;26982634000180;Turbi Compartilhamento de Veículos S/A;Ação;-;-;-;-
Ultrapar;ON;UGPA3;33256439000139;Ultrapar;Ação;BRUGPAACNOR8;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Ultrapar;PN;UGPA4;33256439000139;Ultrapar;Ação;BRUGPAACNPR5;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
União Quimca Farmaceutica Nacional S/A;ON;26867 ON;60665981000118;União Quimca Farmaceutica Nacional S/A;Ação;-;-;-;-
Unibanco;ON;UBBR3;33700394000140;Unibanco;Ação;-;-;-;-
Unibanco;PN;UBBR4;33700394000140;Unibanco;Ação;-;-;-;-
Unibanco;UnN1;UBBR11;33700394000140;Unibanco;Ação;-;-;-;-
Unibanco Hld;ON;UBHD3;22034000187;Unibanco Hld;Ação;-;-;-;-
Unibanco Hld;PNB;UBHD6;22034000187;Unibanco Hld;Ação;-;-;-;-
Unicasa;ON;UCAS3;90441460000148;Unicasa;Ação;BRUCASACNOR1;Consumo cíclico;Utilidades domésticas;Móveis
Unidas Locadora S/A;ON;27162 ON;45736131000170;Unidas Locadora S/A;Ação;-;-;-;-
Unidas SA;ON;21555 ON;4437534000130;Unidas SA;Ação;-;-;-;-
Unifique;ON;FIQE3;2255187000108;Unifique;Ação;BRFIQEACNOR5;Comunicações;Telecomunicações;Telecomunicações
Unigel Participações S/A;ON;26301 ON;5303439000107;Unigel Participações S/A;Ação;-;-;-;-
Unipar;ON;UNIP3;33958695000178;Unipar;Ação;BRUNIPACNOR7;Materiais básicos;Químicos;Químicos diversos
Unipar;PNA;UNIP5;33958695000178;Unipar;Ação;BRUNIPACNPA0;Materiais básicos;Químicos;Químicos diversos
Unipar;PNB;UNIP6;33958695000178;Unipar;Ação;BRUNIPACNPB8;Materiais básicos;Químicos;Químicos diversos
Uol;ON;UOLL3;1109184000195;Uol;Ação;BRUOLLACNOR8;-;-;-
Uol;PN;UOLL4;1109184000195;Uol;Ação;BRUOLLACNPR5;-;-;-
Up Engenharia e Urbanismo S/A;ON;24856 ON;34591574000101;Up Engenharia e Urbanismo S/A;Ação;-;-;-;-
Uptick;ON;UPKP3;2162616000194;Uptick;Ação;BRUPKPACNOR8;Utilidade pública;Energia elétrica;Energia elétrica
Urba Desenvolvimento Urbano S/A;ON;25437 ON;10571175000102;Urba Desenvolvimento Urbano S/A;Ação;-;-;-;-
Usiminas;ON;USIM3;60894730000105;Usiminas;Ação;BRUSIMACNOR3;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Usiminas;PNA;USIM5;60894730000105;Usiminas;Ação;BRUSIMACNPA6;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Usiminas;PNB;USIM6;60894730000105;Usiminas;Ação;BRUSIMACNPB4;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Usin C Pinto;ON;UCOP3;44689123000157;Usin C Pinto;Ação;BRUCOPACNOR8;-;-;-
Usin C Pinto;PN;UCOP4;44689123000157;Usin C Pinto;Ação;BRUCOPACNPR5;-;-;-
Usina Termelétrica Pampa Sul S/A;ON;24945 ON;4739720000124;Usina Termelétrica Pampa Sul S/A;Ação;-;-;-;-
Usinagem Edlyn Participações S/A;ON;24449 ON;26643756000142;Usinagem Edlyn Participações S/A;Ação;-;-;-;-
Utilium Part S/A;ON;23094 ON;12394991000113;Utilium Part S/A;Ação;-;-;-;-
V Tal Rede Neutral de Tel S/A;ON;27022 ON;2041460000193;V Tal Rede Neutral de Tel S/A;Ação;-;-;-;-
Vale;ON;VALE3;33592510000154;Vale;Ação;BRVALEACNOR0;Materiais básicos;Mineração;Minerais metálicos
Vale;PNA;VALE5;33592510000154;Vale;Ação;BRVALEACNPA3;Materiais básicos;Mineração;Minerais metálicos
Vale;PNE;VALE PNE;33592510000154;Vale;Ação;-;Materiais básicos;Mineração;Minerais metálicos
Valefert;ON;FFTL3;19443985000158;Valefert;Ação;BRFFTLACNOR0;-;-;-
Valefert;PN;FFTL4;19443985000158;Valefert;Ação;BRFFTLACNPR7;-;-;-
Valetron;ON;VLTR3B;1772313000120;Valetron;Ação;BRVLTRACNOR2;-;-;-
Valetron;PNA;VLTR5B;1772313000120;Valetron;Ação;-;-;-;-
Valetron;PNB;VLTR6B;1772313000120;Valetron;Ação;-;-;-;-
Valid;ON;VLID3;33113309000147;Valid;Ação;BRVLIDACNOR5;Bens industriais;Serviços diversos;Serviços diversos
Vamos;ON;VAMO3;23373000000132;Vamos;Ação;BRVAMOACNOR7;Consumo cíclico;Diversos;Aluguel de carros
Varig Serv;ON;VPSC3;3634795000188;Varig Serv;Ação;-;-;-;-
Varig Serv;PN;VPSC4;3634795000188;Varig Serv;Ação;-;-;-;-
Varig Transp;ON;VPTA3;3634777000104;Varig Transp;Ação;-;-;-;-
Varig Transp;PN;VPTA4;3634777000104;Varig Transp;Ação;-;-;-;-
Vasp;ON;VASP3;60703923000131;Vasp;Ação;-;-;-;-
VBC Energia;ON;NCNE3;95147000102;VBC Energia;Ação;BRNCNEACNOR9;-;-;-
VBC Energia;PNA;NCNE5;95147000102;VBC Energia;Ação;BRNCNEACNPA2;-;-;-
Ventos do Sul Energia SA;ON;24767 ON;6016348000153;Ventos do Sul Energia SA;Ação;-;-;-;-
Ventos do Sul Energia SA;PN;24767 PN;6016348000153;Ventos do Sul Energia SA;Ação;-;-;-;-
Venture Capital Participações e Investimentos S/A;ON;24309 ON;24241659000106;Venture Capital Participações e Investimentos S/A;Ação;-;-;-;-
Vero S/A;ON;26409 ON;31748174000160;Vero S/A;Ação;-;-;-;-
Vert Companhia Securitizadora;ON;23990 ON;25005683000109;Vert Companhia Securitizadora;Ação;-;-;-;-
Vert Companhia Securitizadora;PN;23990 PN;25005683000109;Vert Companhia Securitizadora;Ação;-;-;-;-
Vert-10 Cia Sec de Creditos Financeiros;ON;26751 ON;42945876000150;Vert-10 Cia Sec de Creditos Financeiros;Ação;-;-;-;-
Vert-11 Cia Sec de Cred Financeiros;ON;26778 ON;42937550000181;Vert-11 Cia Sec de Cred Financeiros;Ação;-;-;-;-
Vert-9 Cia Sec de Cred Financeiros;ON;26450 ON;42938083000104;Vert-9 Cia Sec de Cred Financeiros;Ação;-;-;-;-
Veste;ON;VSTE3;49669856000143;Veste;Ação;BRVSTEACNOR5;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Via Brasil BR 163 Concess de Rodov S/A;ON;26913 ON;44067725000172;Via Brasil BR 163 Concess de Rodov S/A;Ação;-;-;-;-
Viabahia Conc de Rodov S/A;ON;22926 ON;10670314000155;Viabahia Conc de Rodov S/A;Ação;-;-;-;-
Vianorte SA;ON;21830 ON;2366097000186;Vianorte SA;Ação;-;-;-;-
Viapaulista S/A;ON;25607 ON;28019100000189;Viapaulista S/A;Ação;-;-;-;-
Viarondon Conc de Rodov S/A;ON;22543 ON;10635691000153;Viarondon Conc de Rodov S/A;Ação;-;-;-;-
Viarondon Conc de Rodov S/A;PN;22543 PN;10635691000153;Viarondon Conc de Rodov S/A;Ação;-;-;-;-
Vibra;ON;VBBR3;34274233000102;Vibra;Ação;BRVBBRACNOR1;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Vicunha Text;ON;VINE3;7332190000193;Vicunha Text;Ação;BRVINEACNOR9;-;-;-
Vicunha Text;PNA;VINE5;7332190000193;Vicunha Text;Ação;BRVINEACNPA2;-;-;-
Vicunha Text;PNB;VINE6;7332190000193;Vicunha Text;Ação;BRVINEACNPB0;-;-;-
Vigor;ON;VGOR3;61116331000186;Vigor;Ação;-;-;-;-
Vigor;PN;VGOR4;61116331000186;Vigor;Ação;-;-;-;-
Vigor Food;ON;VIGR3;13324184000197;Vigor Food;Ação;BRVIGRACNOR5;-;-;-
Virgo Companhia de Securitização;ON;20818 ON;8769451000108;Virgo Companhia de Securitização;Ação;-;-;-;-
Virgo Companhia de Securitização;PN;20818 PN;8769451000108;Virgo Companhia de Securitização;Ação;-;-;-;-
Vision Securitizadora;ON;21075 ON;8937002000113;Vision Securitizadora;Ação;-;-;-;-
Vitru Brasil Empreend Partic e Com S/A;ON;27057 ON;20512706000140;Vitru Brasil Empreend Partic e Com S/A;Ação;-;-;-;-
Vittia;ON;VITT3;45365558000109;Vittia;Ação;BRVITTACNOR4;Materiais básicos;Químicos;Fertilizantes e defensivos
Vivara S.A.;ON;VIVA3;33839910000111;Vivara S.A.;Ação;BRVIVAACNOR0;Consumo cíclico;Tecidos vestuário e calçados;Acessórios
Vivax;ON;VVAX3;1402946000147;Vivax;Ação;-;-;-;-
Vivax;PN;VVAX4;1402946000147;Vivax;Ação;-;-;-;-
Vivax;UNT N2;VVAX11;1402946000147;Vivax;Ação;-;-;-;-
Viveo;ON;VVEO3;12420164000157;Viveo;Ação;BRVVEOACNOR0;Saúde;Comércio e distribuição;Medicamentos e outros produtos
Viver;ON;VIVR3;67571414000141;Viver;Ação;BRVIVRACNOR4;Consumo cíclico;Construção civil;Incorporações
Vivo;ON;VIVO3;2558074000173;Vivo;Ação;-;-;-;-
Vivo;PN;VIVO4;2558074000173;Vivo;Ação;-;-;-;-
Vix Logistica S/A;ON;21202 ON;32681371000172;Vix Logistica S/A;Ação;-;-;-;-
Votec;PN;VTEC4;33034794000163;Votec;Ação;-;-;-;-
Votorantim Cimentos S/A;ON;27189 ON;1637895000132;Votorantim Cimentos S/A;Ação;-;-;-;-
Votorantim Cimentos S/A;PN;27189 PN;1637895000132;Votorantim Cimentos S/A;Ação;-;-;-;-
Vrental Locação de Máq e Equip S/A;ON;27235 ON;41570356000148;Vrental Locação de Máq e Equip S/A;Ação;-;-;-;-
Vulcabras;ON;VULC3;50926955000142;Vulcabras;Ação;BRVULCACNOR2;Consumo cíclico;Tecidos vestuário e calçados;Calçados
Vulcabras;PN;VULC4;50926955000142;Vulcabras;Ação;-;Consumo cíclico;Tecidos vestuário e calçados;Calçados
W2w e-Commerce de Vinhos S/A;ON;25852 ON;9813204000116;W2w e-Commerce de Vinhos S/A;Ação;-;-;-;-
Wdc Networks;ON;LVTC3;5917486000140;Wdc Networks;Ação;BRLVTCACNOR4;Tecnologia da informação;Programas e serviços;Programas e serviços
Weg;ON;WEGE3;84429695000111;Weg;Ação;BRWEGEACNOR0;Bens industriais;Máquinas e equipamentos;Motores compressores e outros
Weg;PN;WEGE4;84429695000111;Weg;Ação;-;Bens industriais;Máquinas e equipamentos;Motores compressores e outros
Wembley;ON;WMBY3;25329319000196;Wembley;Ação;BRWMBYACNOR2;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Wembley;PN;WMBY4;25329319000196;Wembley;Ação;-;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Wentex;PN;WET4;-;Wentex;Ação;-;-;-;-
Westwing;ON;WEST3;14776142000150;Westwing;Ação;BRWESTACNOR3;Tecnologia da informação;Programas e serviços;Programas e serviços
Wetzel S/A;ON;MWET3;84683671000194;Wetzel S/A;Ação;BRMWETACNOR6;Bens industriais;Material de transporte;Material rodoviário
Wetzel S/A;PN;MWET4;84683671000194;Wetzel S/A;Ação;BRMWETACNPR3;Bens industriais;Material de transporte;Material rodoviário
Whirlpool;ON;WHRL3;59105999000186;Whirlpool;Ação;BRWHRLACNOR5;Consumo cíclico;Utilidades domésticas;Eletrodomésticos
Whirlpool;PN;WHRL4;59105999000186;Whirlpool;Ação;BRWHRLACNPR2;Consumo cíclico;Utilidades domésticas;Eletrodomésticos
White Martins;ON;WHMT3;33000571000185;White Martins;Ação;-;-;-;-
Wiest;ON;WISA3;79313086000162;Wiest;Ação;BRWISAACNOR4;-;-;-
Wiest;PN;WISA4;79313086000162;Wiest;Ação;BRWISAACNPR1;-;-;-
Wilson Sons;ON;PORT3;33130691000105;Wilson Sons;Ação;BRPORTACNOR8;Bens industriais;Transporte;Serviços de apoio e armazenagem
Wiz Co;ON;WIZC3;42278473000103;Wiz Co;Ação;BRWIZCACNOR5;Financeiro;Previdência e seguros;Corretoras de seguros e resseguros
Wlm Ind Com;ON;WLMM3;33228024000151;Wlm Ind Com;Ação;BRWLMMACNOR6;Bens industriais;Comércio;Material de transporte
