NAME,CLASS,CODE,CNPJ,STOCK_TYPE,ISIN,SETOR(BOVESPA),SUBSETOR(BOVESPA),SEGMENTO(BOVESPA),CVM_CODE,CVM_STATUS,CVM_FIRM_TYPE,FIRM_NAME,SOURCE_ECONOMATICA,SOURCE_CVM,SOURCE_BRFIN
MANGELS INDL,ON;PN,MGEL3;MGEL4,61.065.298/0001-02,AÇÃO,BRMGELACNOR6;BRMGELACNPR3,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,008397,Concedido em 28/12/1971,CIAS ABERTAS,MANGELS INDUSTRIAL S.A.,True,True,False
MANNESMANN,ON;PN,MANM3;MANM4,17.170.150/0001-46,AÇÃO,-,-,-,-,008400,Cancelado em 03/10/2000,CIAS ABERTAS,VALLOUREC & MANNESMANN TUBES - V & M DOBRASIL,True,True,False
MAORI,ON;PN,MAOR3B;MAOR4B,02.535.295/0001-26,AÇÃO,BRMAORACNOR5;BRMAORACNPR2,FINANCEIRO,OUTROS,OUTROS,017779,Cancelado em 15/04/2019,CIAS ABERTAS,MAORI SA,True,True,False
MARAMBAIA,ON;PN,CTPC3;CTPC4,51.468.056/0001-06,AÇÃO,BRCTPCACNOR5;-,-,-,-,012181,Cancelado em 07/01/2013,CIAS ABERTAS,MARAMBAIA ENERGIA RENOVÁVEL SA,True,True,False
MARCOPOLO,ON;PN,POMO3;POMO4,88.611.835/0001-29,AÇÃO,BRPOMOACNOR0;BRPOMOACNPR7,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,008451,Concedido em 20/07/1977,CIAS ABERTAS,MARCOPOLO SA,True,True,False
MARFRIG,ON,MRFG3,03.853.896/0001-40,AÇÃO,BRMRFGACNOR0,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,CARNES E DERIVADOS,020788,Concedido em 18/06/2007,CIAS ABERTAS,MARFRIG GLOBAL FOODS SA,True,True,False
MARISOL,ON;PN,MRSL3;MRSL4,84.429.752/0001-62,AÇÃO,BRMRSLACNOR3;BRMRSLACNPR0,-,-,-,008486,Cancelado em 02/07/2012,CIAS ABERTAS,MARISOL SA,True,True,False
MATER DEI,ON,MATD3,16.676.520/0001-59,AÇÃO,BRMATDACNOR4,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,025690,Concedido em 14/04/2021,CIAS ABERTAS,HOSPITAL MATER DEI S.A.,True,True,False
MCOM WIRELES,ON;PN,MCWS3;MCWS4,01.102.291/0001-91,AÇÃO,-,-,-,-,015504,Cancelado em 17/06/2005,CIAS ABERTAS,MCOM WIRELESS SA,True,True,False
MEC PESADA,PN,MEC4,MEC4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
MEDIAL SAUDE,ON,MEDI3,43.358.647/0001-00,AÇÃO,-,-,-,-,020273,Cancelado em 07/07/2010,CIAS ABERTAS,MEDIAL SAUDE S/A,True,True,False
MELHOR SP,ON;PN,MSPA3;MSPA4,60.730.348/0001-66,AÇÃO,BRMSPAACNOR0;BRMSPAACNPR7,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,003654,Concedido em 20/07/1977,CIAS ABERTAS,COMPANHIA  MELHORAMENTOS DE SÃO PAULO,True,True,False
MELIUZ,ON,CASH3,14.110.585/0001-07,AÇÃO,BRCASHACNOR8,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,025232,Concedido em 03/11/2020,CIAS ABERTAS,MELIUZ S.A.,True,True,False
MELNICK,ON,MELK3,12.181.987/0001-77,AÇÃO,BRMELKACNOR8,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,025119,Concedido em 24/09/2020,CIAS ABERTAS,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,True,True,False
MELPAPER,ON;PN,MLPA3;MLPA4,00.020.540/0001-37,AÇÃO,-,-,-,-,014532,Cancelado em 11/02/2010,CIAS ABERTAS,MELPAPER SA,True,True,False
MENDES JR,ON;PNA;PNB,MEND3;MEND5;MEND6,17.162.082/0001-73,AÇÃO,BRMENDACNOR9;BRMENDACNPA2;BRMENDACNPB0,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,CONSTRUÇÃO PESADA,004782,Concedido em 20/07/1977,CIAS ABERTAS,MENDES JUNIOR ENGENHARIA SA,True,True,False
MENEZES CORT,ON,MNZC3,02.664.042/0001-52,AÇÃO,BRMNZCACNOR6,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,018538,Concedido em 17/01/2000,CIAS ABERTAS,TERMINAL GARAGEM MENEZES CORTES SA,True,True,False
MERC FINANC,ON;PN,MERC3;MERC4,33.040.601/0001-87,AÇÃO,BRMERCACNOR2;BRMERCACNPR9,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,SOC. CRÉDITO E FINANCIAMENTO,008540,Concedido em 20/07/1977,CIAS ABERTAS,"CREDITAQUI FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",True,True,False
MERC INVEST,ON;PN,BMIN3;BMIN4,34.169.557/0001-72,AÇÃO,BRBMINACNOR4;BRBMINACNPR1,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,001309,Concedido em 20/07/1977,CIAS ABERTAS,BANCO MERCANTIL DE INVESTIMENTOS S.A.,True,True,False
MERC S PAULO,PN,BMCT4,61.065.421/0001-95,AÇÃO,-,-,-,-,001317,Cancelado em 30/09/2003,CIAS ABERTAS,BANCO MERCANTIL DE SÃO PAULO SA,True,True,False
MERCANTIL,ON;PN,BMEB3;BMEB4,17.184.037/0001-10,AÇÃO,BRBMEBACNOR8;BRBMEBACNPR5,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,001325,Concedido em 20/07/1977,CIAS ABERTAS,BANCO MERCANTIL BRASIL SA,True,True,False
MESBLA,PN,MESB4,33.087.156/0001-00,AÇÃO,-,-,-,-,008559,Cancelado em 09/01/2007,CIAS ABERTAS,MESBLA SA,True,True,False
MET DUQUE,ON;PN,DUQE3;DUQE4,84.683.762/0001-20,AÇÃO,BRDUQEACNOR5;BRDUQEACNPR2,-,-,-,008648,Cancelado em 07/01/2016,CIAS ABERTAS,METALURGICA DUQUE SA - EM RECUPERAÇÃO JUDICIAL,True,True,False
METAL IGUACU,ON;PN,MTIG3;MTIG4,80.227.184/0001-66,AÇÃO,BRMTIGACNOR0;BRMTIGACNPR7,MATERIAIS BÁSICOS,EMBALAGENS,EMBALAGENS,008605,Cancelado em 17/05/2023,CIAS ABERTAS,METALGRAFICA IGUACU SA,True,True,False
METAL LEVE,ON;PN,LEVE3;LEVE4,60.476.884/0001-87,AÇÃO,BRLEVEACNOR2;-,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,008575,Concedido em 20/07/1977,CIAS ABERTAS,MAHLE METAL LEVE S.A.,True,True,False
METALFRIO,ON,FRIO3,04.821.041/0001-08,AÇÃO,BRFRIOACNOR2,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,020613,Concedido em 10/04/2007,CIAS ABERTAS,METALFRIO SOLUTIONS S/A,True,True,False
METISA,ON;PN,MTSA3;MTSA4,86.375.425/0001-09,AÇÃO,BRMTSAACNOR2;BRMTSAACNPR9,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. CONSTRUÇÃO E AGRÍCOLAS,008753,Concedido em 18/05/1971,CIAS ABERTAS,METISA METALÚRGICA  TIMBOENSE SA,True,True,False
METODO ENGENHARIA,ON;PN;PNA;PNB;PNC;PND,MTDO3;MTDO4;MTDO5;MTDO6;MTDO7;MTDO8,43.710.946/0001-54,AÇÃO,-,-,-,-,017876,Cancelado em 20/06/2005,CIAS ABERTAS,METODO ENGENHARIA SA,True,True,False
MICHELETTO,ON;PNA,LETO3;LETO5,88.301.163/0001-55,AÇÃO,-,-,-,-,007447,Cancelado em 26/06/2008,CIAS ABERTAS,INDUSTRIAS MICHELETTO S/A,True,True,False
MILLS,ON,MILS3,27.093.558/0001-15,AÇÃO,BRMILSACNOR2,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,022012,Concedido em 14/04/2010,CIAS ABERTAS,"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",True,True,False
MINASMAQUINA,ON;PN,MMAQ3;MMAQ4,17.161.241/0001-15,AÇÃO,BRMMAQACNOR1;BRMMAQACNPR8,BENS INDUSTRIAIS,COMÉRCIO,MATERIAL DE TRANSPORTE,008818,Concedido em 20/07/1977,CIAS ABERTAS,MINASMAQUINAS SA,True,True,False
MINERVA,ON,BEEF3,67.620.377/0001-14,AÇÃO,BRBEEFACNOR6,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,CARNES E DERIVADOS,020931,Concedido em 18/07/2007,CIAS ABERTAS,MINERVA S/A,True,True,False
MINUPAR,ON;PN,MNPR3;MNPR4,90.076.886/0001-40,AÇÃO,BRMNPRACNOR5;-,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,CARNES E DERIVADOS,013765,Concedido em 21/12/1990,CIAS ABERTAS,MINUPAR PARTICIPACOES SA,True,True,False
MITRE REALTY,ON,MTRE3,07.882.930/0001-65,AÇÃO,BRMTREACNOR6,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,024902,Concedido em 03/02/2020,CIAS ABERTAS,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,True,True,False
MMX MINER,ON,MMXM3,02.762.115/0001-49,AÇÃO,BRMMXMACNOR2,MATERIAIS BÁSICOS,MINERAÇÃO,MINERAIS METÁLICOS,017914,Concedido em 10/11/1998,CIAS ABERTAS,MMX MINERACAO E METALICOS SA FALIDA,True,True,False
MOBLY,ON,MBLY3,31.553.627/0001-01,AÇÃO,BRMBLYACNOR5,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,025461,Concedido em 03/02/2021,CIAS ABERTAS,MOBLY S.A.,True,True,False
MODALMAIS,ON;PN;UNT N2,MODL3;MODL4;MODL11,30.723.886/0001-62,AÇÃO,BRMODLACNOR2;BRMODLACNPR9;BRMODLA01OR3,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,025755,Cancelado em 31/07/2023,CIAS ABERTAS,BANCO MODAL S.A.,True,True,False
MONT ARANHA,ON,MOAR3,33.102.476/0001-92,AÇÃO,BRMOARACNOR5,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,008893,Concedido em 07/05/1980,CIAS ABERTAS,MONTEIRO ARANHA SA,True,True,False
MONTREAL,PN,VEMG4,60.501.780/0001-85,AÇÃO,-,-,-,-,008907,Cancelado em 18/03/2008,CIAS ABERTAS,MONTREAL EMPR COM E IND SA,True,True,False
MOSAICO,ON,MOSI3,09.083.175/0001-84,AÇÃO,BRMOSIACNOR6,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,025470,Cancelado em 16/05/2022,CIAS ABERTAS,MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.,True,True,False
MOURA DUBEUX,ON,MDNE3,12.049.631/0001-84,AÇÃO,BRMDNEACNOR9,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,021067,Concedido em 23/08/2007,CIAS ABERTAS,MOURA DUBEUX ENGENHARIA S/A,True,True,False
MOVIDA,ON,MOVI3,21.314.559/0001-66,AÇÃO,BRMOVIACNOR0,CONSUMO CÍCLICO,DIVERSOS,ALUGUEL DE CARROS,023825,Concedido em 29/01/2016,CIAS ABERTAS,MOVIDA PARTICIPAÇÕES S.A.,True,True,False
MRS LOGIST,ON;PNA;PNB,MRSA3B;MRSA5B;MRSA6B,01.417.222/0001-77,AÇÃO,BRMRSAACNOR6;BRMRSAACNPA9;BRMRSAACNPB7,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,017949,Concedido em 13/11/1998,CIAS ABERTAS,MRS LOGÍSTICA S/A,True,True,False
MRV,ON;UNT,MRVE3;MRVE99,08.343.492/0001-20,AÇÃO,BRMRVEACNOR2;BRMRVEUNT001,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020915,Concedido em 13/07/2007,CIAS ABERTAS,MRV ENGENHARIA E PARTICIPAÇÕES S/A,True,True,False
MULLER,PN,MULL4,33.010.760/0001-39,AÇÃO,-,-,-,-,008982,Cancelado em 13/11/2007,CIAS ABERTAS,MASSA FALIDA DA MULLER IND E COMERCIO,True,True,False
MULTILASER,ON,MLAS3,59.717.553/0001-02,AÇÃO,BRMLASACNOR9,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,026034,Concedido em 20/07/2021,CIAS ABERTAS,MULTILASER INDUSTRIAL S.A.,True,True,False
MULTIPLAN,ON,MULT3,07.816.890/0001-53,AÇÃO,BRMULTACNOR5,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,020982,Concedido em 25/07/2007,CIAS ABERTAS,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,True,True,False
MULTIPLUS,ON,MPLU3,11.094.546/0001-75,AÇÃO,BRMPLUACNOR3,CONSUMO CÍCLICO,DIVERSOS,PROGRAMAS DE FIDELIZAÇÃO,021946,Cancelado em 06/05/2019,CIAS ABERTAS,MULTIPLUS SA,True,True,False
MUNDIAL,ON;PN,MNDL3;MNDL4,88.610.191/0001-54,AÇÃO,BRMNDLACNOR4;BRMNDLACNPR1,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,ACESSÓRIOS,005312,Concedido em 12/12/1979,CIAS ABERTAS,MUNDIAL S.A - PRODUTOS DE CONSUMO,True,True,False
NACIONAL,ON;PN,BNAC3;BNAC4,17.157.777/0001-67,AÇÃO,-,-,-,-,001350,Concedido em 20/07/1977,CIAS ABERTAS,BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,True,True,False
NADIR FIGUEI,ON;PN,NAFG3;NAFG4,61.067.161/0001-97,AÇÃO,BRNAFGACNOR4;BRNAFGACNPR1,CONSUMO CÍCLICO,UTILIDADES DOMÉSTICAS,UTENSÍLIOS DOMÉSTICOS,009040,Cancelado em 16/04/2020,CIAS ABERTAS,NADIR FIGUEIREDO S.A,True,True,False
NAKATA,PN,NAKT4,60.875.259/0001-08,AÇÃO,-,-,-,-,009059,Cancelado em 18/11/1998,CIAS ABERTAS,NAKATA SA IND E COMERCIO,True,True,False
NEOENERGIA,ON,NEOE3,01.083.200/0001-18,AÇÃO,BRNEOEACNOR3,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,015539,Concedido em 08/05/1996,CIAS ABERTAS,NEOENERGIA S.A,True,True,False
NEOGRID,ON,NGRD3,10.139.870/0001-08,AÇÃO,BRNGRDACNOR3,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,025399,Concedido em 15/12/2020,CIAS ABERTAS,NEOGRID PARTICIPACÕES S.A.,True,True,False
NET,ON;PN,NETC3;NETC4,00.108.786/0001-65,AÇÃO,BRNETCACNOR6;BRNETCACNPR3,-,-,-,014621,Cancelado em 31/12/2014,CIAS ABERTAS,NET SERVIÇOS DE COMUNICAÇÃO S.A.,True,True,False
NEWTEL PART,ON,NEWT3B,02.604.997/0001-14,AÇÃO,BRNEWTACNOR4,FINANCEIRO,OUTROS,OUTROS,017540,Concedido em 20/07/1998,CIAS ABERTAS,NEWTEL PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO,True,True,False
NEXPE,ON,NEXP3,08.613.550/0001-98,AÇÃO,BRNEXPACNOR0,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,INTERMEDIAÇÃO IMOBILIÁRIA,021180,Concedido em 26/10/2007,CIAS ABERTAS,NEXPE PARTICIPAÇÕES S.A.,True,True,False
NITROCARBONO,PNA,CARB5,CARB5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
NORD BRASIL,ON;PN,BNBR3;BNBR4,07.237.373/0001-20,AÇÃO,BRBNBRACNOR8;BRBNBRACNPR5,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,001228,Concedido em 20/07/1977,CIAS ABERTAS,BANCO DO NORDESTE DO BRASIL SA,True,True,False
NORDON MET,ON,NORD3,60.884.319/0001-59,AÇÃO,BRNORDACNOR7,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,009083,Concedido em 23/08/1956,CIAS ABERTAS,NORDON INDUSTRIAS METALURGICAS S.A.,True,True,False
NORTCQUIMICA,ON,NRTQ3,29.950.060/0001-57,AÇÃO,BRNRTQACNOR8,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,022985,Concedido em 23/11/2012,CIAS ABERTAS,NORTEC QUIMICA S.A.,True,True,False
NOSSA CAIXA,ON,BNCA3,BNCA3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
NU HOLDINGS LTD,ON,ROXO34,24.410.913/0001-44,AÇÃO,BRROXOBDR007,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,-,-,-,-,True,False,False
NUTRIPLANT,ON,NUTR3,51.128.999/0001-90,AÇÃO,BRNUTRACNOR0,MATERIAIS BÁSICOS,QUÍMICOS,FERTILIZANTES E DEFENSIVOS,021334,Concedido em 11/02/2008,CIAS ABERTAS,NUTRIPLANT INDUSTRIA E COMÉRCIO S/A,True,True,False
OCEANPACT,ON,OPCT3,09.114.805/0001-30,AÇÃO,BROPCTACNOR0,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EQUIPAMENTOS E SERVIÇOS,025534,Concedido em 10/02/2021,CIAS ABERTAS,OCEANPACT SERVIÇOS MARÍTIMOS S.A.,True,True,False
ODEBRECHT,PN,ODBE4,15.105.588/0001-15,AÇÃO,-,-,-,-,009199,Cancelado em 17/10/2000,CIAS ABERTAS,ODEBRECHT SA,True,True,False
ODERICH,ON;PN,ODER3;ODER4,97.191.902/0001-94,AÇÃO,BRODERACNOR6;BRODERACNPR3,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,004693,Concedido em 20/07/1977,CIAS ABERTAS,CONSERVAS ODERICH SA,True,True,False
ODONTOPREV,ON,ODPV3,58.119.199/0001-51,AÇÃO,BRODPVACNOR4,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,020125,Concedido em 13/06/2006,CIAS ABERTAS,ODONTOPREV S/A,True,True,False
OGX PETROLEO,ON,OGXP3,07.957.093/0001-96,AÇÃO,BROGXPACNOR3,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,-,-,-,-,True,False,False
OI,ON;PN,OIBR3;OIBR4,76.535.764/0001-43,AÇÃO,BROIBRACNOR1;BROIBRACNPR8,COMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,011312,Concedido em 27/03/1980,CIAS ABERTAS,OI S.A. - EM RECUPERAÇÃO JUDICIAL,True,True,False
OLMA,PN,OLMA4,45.240.538/0001-01,AÇÃO,-,-,-,-,013560,Cancelado em 21/03/2006,CIAS ABERTAS,MASSA FALIDA DE OLMA SA OLEOS VEGETAIS,True,True,False
OLVEBRA,PN,OLVB4,91.156.901/0001-22,AÇÃO,-,-,-,-,009245,Cancelado em 04/01/2010,CIAS ABERTAS,OLVEBRA SA,True,True,False
OMEGAENERGIA,ON,MEGA3,42.500.384/0001-51,AÇÃO,BRMEGAACNOR9,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,026441,Concedido em 01/12/2021,CIAS ABERTAS,OMEGA ENERGIA S.A.,True,True,False
ONCOCLINICAS,ON,ONCO3,12.104.241/0004-02,AÇÃO,BRONCOACNOR6,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,026123,Concedido em 06/08/2021,CIAS ABERTAS,ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,True,True,False
OPPORT ENERG,ON,OPHE3B,02.318.346/0001-68,AÇÃO,BROPHEACNOR1,OUTROS,OUTROS,OUTROS,016942,Cancelado em 03/12/2021,CIAS ABERTAS,OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.,True,True,False
ORION,PN,ORIO4,61.082.863/0001-40,AÇÃO,-,-,-,-,009261,Cancelado em 05/09/2000,CIAS ABERTAS,ORION SA,True,True,False
ORIZON,ON,ORVR3,11.421.994/0001-36,AÇÃO,BRORVRACNOR0,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,025550,Concedido em 11/02/2021,CIAS ABERTAS,ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,True,True,False
OSX BRASIL,ON,OSXB3,09.112.685/0001-32,AÇÃO,BROSXBACNOR8,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EQUIPAMENTOS E SERVIÇOS,021342,Concedido em 26/02/2008,CIAS ABERTAS,OSX BRASIL S.A.,True,True,False
OUROFINO S/A,ON,OFSA3,20.258.278/0001-70,AÇÃO,BROFSAACNOR7,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,023507,Concedido em 17/10/2014,CIAS ABERTAS,OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.,True,True,False
OXITENO,PN,OXIT4,62.545.686/0001-53,AÇÃO,-,-,-,-,013072,Cancelado em 26/12/2002,CIAS ABERTAS,OXITENO S.A. - INDÚSTRIA E COMÉRCIO,True,True,False
P.ACUCAR-CBD,ON;PN;UNT,PCAR3;PCAR4;PCAR99,47.508.411/0001-56,AÇÃO,BRPCARACNOR3;BRPCARACNPR0;BRPCARCDAXX3,CONSUMO NÃO CÍCLICO,COMÉRCIO E DISTRIBUIÇÃO,ALIMENTOS,014826,Concedido em 04/04/1995,CIAS ABERTAS,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,True,True,False
PACIFIC RDSL,ON,PACF3,21.728.500/0001-14,AÇÃO,BRPACFACNOR8,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,024163,Cancelado em 19/06/2019,CIAS ABERTAS,PACIFIC RDSL PARTICIPAÇÕES S.A.,True,True,False
PADTEC,ON,PDTC3,02.365.069/0001-44,AÇÃO,BRPDTCACNOR3,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,018414,Concedido em 02/08/1999,CIAS ABERTAS,PADTEC HOLDING S.A.,True,True,False
PAGUE MENOS,ON,PGMN3,06.626.253/0001-51,AÇÃO,BRPGMNACNOR8,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,022608,Concedido em 21/10/2011,CIAS ABERTAS,EMPREENDIMENTOS PAGUE MENOS SA,True,True,False
PANATLANTICA,ON;PN,PATI3;PATI4,92.693.019/0001-89,AÇÃO,BRPATIACNOR6;BRPATIACNPR3,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,000094,Concedido em 29/12/1971,CIAS ABERTAS,PANATLANTICA SA,True,True,False
PANEX,PN,PNXS4,61.077.830/0001-01,AÇÃO,-,-,-,-,015490,Cancelado em 08/06/1999,CIAS ABERTAS,PANEX SA INDUSTRIA E COMERCIO,True,True,False
PAR AL BAHIA,ON;PN,PEAB3;PEAB4,01.938.783/0001-11,AÇÃO,BRPEABACNOR3;BRPEABACNPR0,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,018708,Concedido em 26/07/2000,CIAS ABERTAS,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA,True,True,False
PARAIBUNA,PN,PRBN4,42.416.651/0001-07,AÇÃO,-,-,-,-,012130,Cancelado em 09/12/2002,CIAS ABERTAS,COMPANHIA PARAIBUNA DE METAIS,True,True,False
PARANA,ON;PN;UNN1,PRBC3;PRBC4;PRBC11,14.388.334/0001-99,AÇÃO,BRPRBCACNOR1;BRPRBCACNPR8;-,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,020729,Concedido em 11/06/2007,CIAS ABERTAS,PARANA BANCO S.A.,True,True,False
PARANAPANEMA,ON;PN,PMAM3;PMAM4,60.398.369/0001-26,AÇÃO,BRPMAMACNOR3;-,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE COBRE,-,-,-,-,True,False,False
PAUL F LUZ,ON;PNA;PNB;PNC,PALF3;PALF5;PALF6;PALF7,33.050.196/0001-88,AÇÃO,-,-,-,-,003824,Concedido em 19/08/1969,CIAS ABERTAS,COMPANHIA PAULISTA DE FORCA LUZ - CPFL,True,True,False
PDG REALT,ON,PDGR3,02.950.811/0001-89,AÇÃO,BRPDGRACNOR8,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020478,Concedido em 23/01/2007,CIAS ABERTAS,PDG REALTY S.A. EMPREEND E PARTICIPACOES,True,True,False
PEIXE,PN,PXEC4,10.782.175/0001-51,AÇÃO,-,-,-,-,012092,Cancelado em 14/03/2001,CIAS ABERTAS,PEIXE SA,True,True,False
PERSICO,PN,PRSC4,61.091.013/0001-08,AÇÃO,-,-,-,-,009490,Cancelado em 04/01/2010,CIAS ABERTAS,PERSICO PIZZAMIGLIO SA,True,True,False
PET MANGUINH,ON;PN,RPMG3;RPMG4,33.412.081/0001-96,AÇÃO,BRRPMGACNOR9;BRRPMGACNPR6,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,009989,Concedido em 14/05/1970,CIAS ABERTAS,REFINARIA PET MANGUINHOS SA,True,True,False
PETROBRAS,ON;PN,PETR3;PETR4,33.000.167/0001-01,AÇÃO,BRPETRACNOR9;BRPETRACNPR6,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,009512,Concedido em 20/07/1977,CIAS ABERTAS,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,True,True,False
